"","pid","group","race_ethn","gender","age","geq_1","geq_10","geq_11","geq_12","geq_13","geq_14","geq_15","geq_16","geq_17","geq_18","geq_19","geq_2","geq_20","geq_3","geq_4","geq_5","geq_6","geq_7","geq_8","geq_9","ibqh_1","ibqh_10","ibqh_11","ibqh_12","ibqh_2","ibqh_3","ibqh_4","ibqh_5","ibqh_6","ibqh_7","ibqh_8","ibqh_9","tsc_1","tsc_10","tsc_11","tsc_12","tsc_13","tsc_14","tsc_15","tsc_16","tsc_17","tsc_18","tsc_19","tsc_2","tsc_20","tsc_21","tsc_22","tsc_23","tsc_24","tsc_25","tsc_26","tsc_27","tsc_28","tsc_29","tsc_3","tsc_30","tsc_31","tsc_32","tsc_33","tsc_34","tsc_35","tsc_36","tsc_37","tsc_38","tsc_39","tsc_4","tsc_40","tsc_5","tsc_6","tsc_7","tsc_8","tsc_9"
"416",417,"1","5","2",23,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,3,0,0,2,2,3,0,0,3,2,0,2,0,0,1,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0.316556267100069,2,2,3,3
"417",418,"1","3","1",22,3,2,2,1,3,3,2,2,1,1,2,3,1,3,3,3,2,3,1,2,2,0,1,2,1,1,1,1,1,2,2,0,1,1,1,2,2,2,2,1,1,2,2,1,2,0,2,0,0,2,0,0,2,0,2,0,1,0,0,2,0,0,1,0,0,2,0,0,2,0,2,1
"418",419,"1","5","1",21,3,4,4,4,3,3,1,2,4,5,5,3,5,3,3,2,3,2,2,3,2,2,2,2,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,3,2,3,0,1,1,3,0,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"419",420,"1","5","1",19,3,1,2,2,3,3,1,1,2,1,1,2,1,2,2,3,1,1,2,1,1,2,1,1,1,1,2,2,2,3,2,2,2,1,0,1,0,2,2,0,0,1,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,0,0,2,3,3,2
"420",421,"1","5","2",19,2,1,2,1,1,1,1,1,1,1,1,2,1,2,3,2,1,2,2,3,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,2,0,3,1,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,0
"421",422,"1","5","2",19,2,4,3,2,2,1,1,1,1,1,1,2,1,2,2,3,2,3,3,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2,1,1
"422",423,"1","5","1",21,2,3,2,3,3,3,1,2,2,1,2,2,1,1,3,2,1,1,1,1,2,2,1,1,0,1,1,2,1,0,2,0,2,0,0,1,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0
"423",424,"1","6","1",18,3,3,3,2,2,2,2,3,3,1,3,4,1,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"424",425,"1","5","2",18,2,3,3,1,1,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425",426,"1","6","1",21,4,4,2,3,3,2,3,3,2,5,5,4,5,4,4,4,2,2,2,2,2,2,2,2,1.81465440354551,2,2,2,3,2,2,2,1,2,0,2,2,2,2,1,0,0,2,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,2,1
"426",427,"1","6","2",19,3,3,3,4,5,5,4,3,3,4,4,3,4,3,3,4,2,1,1,1,2,3,1,2,2,2,3,2,3,3,3,1,1,1,0,2,1,1,2,1,2,2,0,0,0,0,1,0,1,2,1,1,0,0,0,0,2,1,0,0,0,0,2,2,0,3,0,0,2,3,0,0
"427",428,"1","6","1",19,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,1,1,1,1,2,2,1,2,2,0,0,1,3,1,1,3,1,3,3,3,3,2,3,0,1,3,3,3,2,1,0,0,3,0,0,0,0,1,1,3,3,0,3,0,1,3,2,2,3,3,3,1
"428",429,"1","5","2",19,3,4,4,1,1,1,2,2,1,1,1,2,1,3,3,3,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,2,2,2,1,1,3,0,3,0,0,3,0,1,2,0,1,3,0,1,1,3,0,1,3,2,2,3,1,0,0,2,0,3,1,3,3
"429",430,"1","6","2",20,4.29953400183802,5,5,5,3,3,4,4,3,5,5,4.64124922777292,5,4.23221819872134,4.50211202154361,5,5,5,5,5,1,3,2,0,0,1,2,1,1,2,2,3,3,2,3,3,3,3,3,0,3,1,3,3,0,3,3,1,1,2,3,2,3,3,2,1,2,1,3,2,3,3,3,3,0,3,3,3,2,3,3,1
"430",431,"1","5","1",18,2,3,3,2,2,2,1,1,1,1,2,2,2,2,3,2,2,3,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
"431",432,"1","5","1",18,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,1,1,1,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0
"432",433,"1","2","2",18,3,3,3,1,2,2,2,2,2,2,2,3,2,3,3,3,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"433",434,"1","5","1",18,2,3,3,1,1,1,1,1,3,3,3,2,3,2,2,2,1,1,2,1,1,1,1,1,0,1,1,2,1,0,0,0,2,0,1,1,2,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"434",435,"1","5","2",20,2,3,2,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,3,1
"435",436,"1","5","1",18,4,3,3,3,4,3,3,3,3,3,2,4,3,4,4,3,2,3,4,3,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,3,3,3,2,1,1,1,1,2,0,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,3,3,3,1
"436",437,"1","5","1",18,2,3,2,3,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,3,1,1,1,0,1,3,0,0,3,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,3,1
"437",438,"2","5","2",23,3,3,2,2,1,1,1,1,1,1,2,2,1,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"438",440,"2","6","1",19,3,1,1,1,2,2,1,1,1,1,1,3,1,4,4,3,2,1,3,2,0,2,0,0,1,0,0,0,0,2,2,2,0,3,0,3,0,3,3,0,2,0,3,0,2,3,2,0,1,2,0,0,3,0,1,1,3,0,1,3,0,0,0,1,0,3,0,0,3,3,2,3
"439",441,"2","2","1",18,3,1,2,2,2,1,1,1,2,1,1,3,1,3,3,1,1,1,2,1,2,1,2,1,0,0,2,0,0,0,0,0,3,0,0,3,0,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,3,0,1,0
"440",442,"2","2","1",20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"441",443,"2","1","1",18,3,1,1,3,1,1,1,1,1,3,1,3,1,3,3,2,3,3,3,3,1,0,3,3,1,2,3,3,3,2,2,1,1,1,0,0,0,1,2,0,2,0,0,0,0,2,3,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0
"442",444,"2","5","2",21,3,2,1,1,3,2,2,2,1,1,2,3,2,3,3,3,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.774002940784763,2,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1
"443",445,"2","6","1",20,5,5,3,3,1,2,1,1,1,1,3,2,3,2,2,5,3,1,2,2,2,1,3,3,2,2,3,0,0,0,0,2,1,0,0,1,2,2,1,0,1,3,1,3,0,0,3,0,0,1,0,0,2,1,0,0,0,3,2,1,0,0,3,0,1,2,2,0,0,3,3,3
"444",446,"2","5","1",18,3,4,3,3,2,2,3,3,1,2,3,3,2,3,2,3,2,1,1,4,1,2,3,2,2,1,1,3,2,2,2,1,1,0,0,1,0,1,2,0,1,0,0,1,0,2,3,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0
"445",447,"2","6","2",19,1,1,1,1,2,2,1,1,2,1,1,1,1,2,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"446",448,"2","5","1",19,3,3,2,2,2,1,1,1,1,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,2,1,3,2,1,0,1,0,3,0,0,3,0,0,3,0,0,2,0,0,0,1,0,2,2,0,2,2,3,0,2,0,0,2,0,3,0
"447",449,"2","5","1",19,3,3,3,3,4,3,3,2,3,1,1,3,2,3,3,3,3,1,2,4,0,2,0,0,0,0,0,1,1,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
"448",450,"2","5","1",21,2,3,2,4,1,2,1,1,1,2,3,2,2,2,2,2,1,1,2,1,1,2,1,0,0,0,1,1,1,0,1,1,2,1,0,1,1,2,0,0,0,0,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
"449",451,"2","2","1",20,3,1,2,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,3,3,2,2,1,2,2,2,1,0,0,0,3,2,2,3,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0.0424320752745436,3,2,3,0
"450",452,"2","2","1",18,2,3,4,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"451",453,"2","5","1",18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,1,0,1,0,3,2,1,0,3,0,0,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0
"452",454,"2","5","1",18,4,4,4,4,3,3,2,2,1,1,2,4,1,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,0,1,0,0,1,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
"453",455,"2","5","2",19,5,2,1,2,4,4,4,4,3,1,1,5,1,5,5,5,5,2,1,5,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"454",456,"2","5","1",19,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,2.07452899545345,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"455",457,"2","5","1",19,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,0,3,2,2,0,0,0,0,0,0,0,3,3,1,0,2,0,2,2,1,0,0,3,3,1,0,2,2,0,2,1,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,2,1,0
"456",458,"2","2","1",21,3,3,2,4,4,4,2,2,1,3,3,1,3,1,3,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"457",459,"2","5","1",20,3,5,5,5,5,4,1,2,2,1,5,3,2,3,3,3,1,1,1,1,2,0,1,0,1,1,2,2,2,0,0,0,1,2,0,3,1,3,2,0,0,0,3,3,1,1,3,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,3,3,0
"458",460,"2","5","1",21,1,3,3,2,4.02020934478094,3.43551901871151,4,2,2,2,2,1,2,1,1,3,2,1,1,2,2,2,0,0,2,1,0,1,0,0,0,0,2,2,0,1,0,2,1,1,1,0,2,0,1,0,2,2,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"459",461,"2","2","1",18,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
"460",462,"2","5","1",18,4,2,2,1,2,1,1,1,1,1,1,4,1,4,4,4,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,1,3,2,0,2,0,1,1,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1
"461",463,"2","5","1",18,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,0,3,0,0,1,0,0,2,2,1,2,0,0,1,0,0,0,1,0,2,2,2,0,1,1,1,1,1,2,2,2,1,0
"462",464,"2","5","2",23,2,2,2,3,2,2,2,2,2,1,1,2,1,5,5,4,2,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,2,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"463",465,"2","5","2",20,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,1,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464",466,"2","6","2",19,5,1,1,1,5,5,1,1,5,2,3,2,2,5,5,5,2,1,5,3,2,2,2,1,0,0,3,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"465",467,"2","2","2",18,3,4,3,1,1,1,1,1,1,1,1,4,1,3,4,3,2,2,2,3,2,2,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"466",468,"2","5","1",22,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,2,1,1,1,1,0,2,1,1,1,1,1,0,2,0,3,3,1,3,0,3,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,3,2,0,0,0,0,3,2,0,3
"467",469,"2","5","1",18,1,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,4,2,2,1,1,0,1,1,2,2,2,1,2,1,0,0,1,1,2,1,0,1,0,3,1,1,0,3,2,0,2,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,3,0,0,1,1,1,1
"468",470,"2","5","1",19,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,1,0,0,0,2,0,0,2,1,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1
"469",471,"2","5","1",19,3,2,2,2,1,1,1,1,1,1,1,3,1,3,3,4,3,2,2,2,1,0,0,1,1,1,2,2,2,1,1,0,1,0,0,0,2,0,0,1,2,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,1,0
"470",472,"2","5","2",20,2,3,2,2,4,4,1,1,2,1,3,2,3,5,5,5,3,1,1,2,2,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
"471",473,"2","5","1",20,3,2,1,1,2,2,2,2,2,1,1,3,1,3,3,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
"472",474,"2","5","2",19,3,3,3,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1,1,1,2,0,0,0,1,1,2,3,2,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"473",475,"2","5","1",20,3,2,2,2,2,2,1,1,1,2,3,3,1,3,3,3,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,1,0,1,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0
"474",476,"2","5","1",19,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,4,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"475",477,"2","6","1",19,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0.300367399367282,0,3,1,0,3,1,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1.24887815865446,0,0,1,0,0,3,3,3,2
"476",478,"2","5","2",20,4,1,1,1,3,2,1,1,1,1,1,3,1,1,3,4,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"477",479,"2","5","2",21,3,3,3,3,1,1,1,1,1,1,1,3,1,4,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,1,0,0,0,1,2,0,3
"478",480,"2","5","1",19,2,3,3,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"479",481,"2","5","2",18,3,2,2,1,2,1,1,1,1,2,2,3,1,3,3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"480",482,"2","5","1",19,2,4,4,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1
"481",483,"2","5","1",19,4,5,5,5,5,1,1,1,5,3,1,3,1,4,4,3,4,5,1,5,1,3,1,2,1,2,2,2,2,2,1,2,3,1,0,3,3,3,3,2,3,1,0,3,0,0,3,0,0,3,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,3,0
"482",484,"2","5","1",19,3,4,4,4,3,3,1,3,3,4,4,2,4,2,2,5,2,3,3,2,2,2,2,2,2,2,3,2,2,1,1,1,2,2,3,3,1,3,3,2,3,1,1,2,3,3,3,3,0,0,1,0,0,1,0,0,3,1,3,3,3,0,2,3,1,1,3,1,3,3,0,1
"483",485,"2","5","2",19,3,2,1,1,2,1,2,2,1,1,1,3,1,2,3,2,1,1,1,1,1,2,2,0,0,2,1,1,1,0,0,2,1,3,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,1,0,1,1,0,0,2,0,0,3,0,0
"484",486,"2","5","1",18,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,2,4,3,2,3,2,2,2,3,1,2,3,2,3,3,1,3,3,2,3,3,3,3,3,2,0,3,2,3,3,3,1,0,2,0,0,2,2,2,0,1,2,2,3,1,0,2,1,3,2,0,1,2,3,3,1
"485",487,"2","6","2",20,2,4,3,3,2,2,2,2,2,2,2,1,3,5,3,3,2,3,2,2,0,1,0,0,0,0,0,0,0,2,2,0,2,2,1,3,1,2,3,2,0,0,3,3,1,1,2,0,1,0,0,0,3,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,3,3,3,0
"486",488,"2","2","1",18,3,3,2,1,2,2,2,2,2,1,1,2,1,2,2,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,3,2,3,0,1,3,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,3,1,1,0
"487",489,"2","5","1",20,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488",490,"2","5","1",19,3,2,1,2,1,1,1,1,1,2,4,3,1,3,3,3,2,4,5,2,1,1,1,1,1,2,1,1,1,0,0,0,3,3,0,3,2,3,3,2,1,3,3,1,3,3,3,0,3,3,2,0,3,0,0,0,2,1,2,3,3,3,3,3,3,2,0,0,3,3,2,3
"489",491,"2","3","1",20,5,1,1,1,3,3,1,1,2,2,2,5,3,5,5,5,1,1,3,5,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,2,0
"490",492,"2","5","2",19,2,4,4,4,4,3,4,4,4,4,4,2,4,1,1,5,4,4,4,4,2,0,0,0,2,2,2,1,2,0,1,0,2,2,1,2,0,0,1,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"491",493,"2","5","1",18,2,3,3,3,1,1,1,1,1,1,2,2,1,2,2,2,3,1,2,1,1,2,1,2,1,2,2,1,1,0,1,1,1,2,0,3,0,1,2,0,2,1,1,2,1,2,0,0,0,1,1,0,1,0,0,0,2,0,2,3,1,1,2,0,1,0,0,0,2,1,2,0
"492",494,"2","5","1",18,2,5,5,2,5,5,1,1,3,1,2,4,1,5,5,4,4,4,5,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0
"493",495,"2","5","1",19,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"494",496,"2","5","1",18,3,2,3,2,2,2,1,1,2,1,1,2,2,3,3,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,2,1,1,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
"495",497,"2","4","2",19,3,3,3,1,1,1,1,1,1,1,1,3,1,4,4,3,3,2.46854791443506,2,5,0,3,0,0,0,0,1,1,1,1,0,0,1,3,1,2,0,3,2,1,1,2,3,3,0,0,3,1,2,2,0,0,0,1,3,0,0,0,1,2,0,1,1,1,3,3,1,0,2,2,1,0
"496",498,"2","5","1",23,5,1,1,1,3,3,2,3,2,2,2,4,2,4,4,5,5,4,3,5,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,3,2,0,3,0,3,0,3,0,2,1,3,3,0,1,1,0,1,2,0,0,0,0,2,1,0,0,3,0,0,0,1,1,0,0,1,2
"497",499,"2","5","2",20,3,2,2,1,3,3,1,1,3,1,1,2,1,4,4,4,3,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,2
"498",500,"2","5","1",19,3,2,2,2,2,2,2,1,2,4,4,3,4,3,3,3,3,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,3,0,1,1,0,0,2,2,2,0,0,0,1,0,1,0,1,0,2,0,1,2,0,0,3,0,2,0,0,0,1,1,2,1
"499",501,"2","5","1",20,5,5,5,4,4,3,1,1,3,3,3,5,3,5,5,5,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,2,1,1,0,3,2,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,1,1,0,2,0,2,3,0,3,2
"500",502,"2","4","1",18,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
